=== 飞船飞行数据记录 ===
开始时间: 2026-01-17 00:40:51
记录间隔: 0.02 秒
飞船初始位置: (-45.86, 5.80, 0.00)
飞船初始速度: (14.17, 4.91, 0.00)
GravityEngine 参数:
  - physToWorldFactor: 1
  - massScale: 1
  - fixedDeltaTime: 0.02
CoreDeflector 数量: 1
  - GravityCore: 位置=(-46.59, 10.45, 0.00), 质量=500, 引导强度=0.12
---
格式: [帧数] [时间] [位置] [速度] [速度大小] [GravityEngine加速度] [CoreDeflector效果] [ShipState缩放] [其他效果]
---
[146] t=74.5790 pos=(19.655,10.527,0.035) vel=(14.317,-6.927,0.058) speed=15.905 gravAcc=(-1.229,-0.111,-0.003)   
[147] t=74.6190 pos=(20.226,10.250,0.037) vel=(14.271,-6.931,0.058) speed=15.865 gravAcc=(-1.164,-0.088,-0.003)   
[148] t=74.6390 pos=(20.476,10.128,0.038) vel=(14.252,-6.933,0.058) speed=15.849 gravAcc=(-1.136,-0.078,-0.003)   
[149] t=74.6790 pos=(21.045,9.851,0.040) vel=(14.209,-6.935,0.058) speed=15.812 gravAcc=(-1.077,-0.059,-0.003)   
[150] t=74.7190 pos=(21.648,9.556,0.043) vel=(14.167,-6.938,0.057) speed=15.774 gravAcc=(-1.018,-0.042,-0.003)   
[151] t=74.7590 pos=(22.214,9.279,0.045) vel=(14.129,-6.939,0.057) speed=15.741 gravAcc=(-0.965,-0.027,-0.003)   
[152] t=74.7990 pos=(22.778,9.001,0.048) vel=(14.093,-6.940,0.057) speed=15.709 gravAcc=(-0.916,-0.015,-0.003)   
[153] t=74.8190 pos=(23.025,8.879,0.049) vel=(14.078,-6.940,0.057) speed=15.695 gravAcc=(-0.896,-0.010,-0.003)   
[154] t=74.8590 pos=(23.587,8.602,0.051) vel=(14.044,-6.940,0.057) speed=15.666 gravAcc=(-0.851,0.000,-0.003)   
[155] t=74.8990 pos=(24.184,8.307,0.053) vel=(14.011,-6.940,0.057) speed=15.636 gravAcc=(-0.806,0.009,-0.003)   
[156] t=74.9390 pos=(24.743,8.029,0.055) vel=(13.981,-6.940,0.057) speed=15.609 gravAcc=(-0.767,0.016,-0.003)   
[157] t=74.9790 pos=(25.267,7.769,0.058) vel=(13.954,-6.939,0.057) speed=15.585 gravAcc=(-0.731,0.022,-0.003)   
[158] t=74.9990 pos=(25.546,7.630,0.059) vel=(13.941,-6.939,0.057) speed=15.572 gravAcc=(-0.713,0.025,-0.003)   
[159] t=75.0390 pos=(26.138,7.335,0.061) vel=(13.913,-6.938,0.056) speed=15.547 gravAcc=(-0.677,0.030,-0.003)   
[160] t=75.0790 pos=(26.694,7.058,0.063) vel=(13.888,-6.936,0.056) speed=15.524 gravAcc=(-0.644,0.035,-0.003)   
[161] t=75.1190 pos=(27.249,6.781,0.066) vel=(13.864,-6.935,0.056) speed=15.502 gravAcc=(-0.613,0.039,-0.003)   
[162] t=75.1390 pos=(27.492,6.659,0.067) vel=(13.854,-6.934,0.056) speed=15.493 gravAcc=(-0.600,0.040,-0.003)   
[163] t=75.1790 pos=(28.045,6.382,0.069) vel=(13.832,-6.933,0.056) speed=15.472 gravAcc=(-0.571,0.043,-0.003)   
[164] t=75.2190 pos=(28.633,6.087,0.071) vel=(13.810,-6.931,0.056) speed=15.452 gravAcc=(-0.542,0.046,-0.003)   
[165] t=75.2590 pos=(29.185,5.810,0.073) vel=(13.790,-6.929,0.056) speed=15.433 gravAcc=(-0.516,0.048,-0.003)   
[166] t=75.2990 pos=(29.736,5.533,0.076) vel=(13.772,-6.927,0.056) speed=15.416 gravAcc=(-0.491,0.049,-0.004)   
[167] t=75.3190 pos=(29.977,5.412,0.077) vel=(13.764,-6.926,0.055) speed=15.408 gravAcc=(-0.480,0.050,-0.004)   
[168] t=75.3590 pos=(30.527,5.135,0.079) vel=(13.746,-6.924,0.055) speed=15.392 gravAcc=(-0.457,0.051,-0.004)   
[169] t=75.3990 pos=(31.111,4.840,0.081) vel=(13.729,-6.922,0.055) speed=15.375 gravAcc=(-0.433,0.053,-0.004)   
[170] t=75.4390 pos=(31.660,4.564,0.083) vel=(13.713,-6.920,0.055) speed=15.360 gravAcc=(-0.411,0.054,-0.004)   
[171] t=75.4790 pos=(32.174,4.304,0.086) vel=(13.699,-6.918,0.055) speed=15.347 gravAcc=(-0.391,0.054,-0.004)   
[172] t=75.4990 pos=(32.448,4.166,0.087) vel=(13.692,-6.917,0.055) speed=15.340 gravAcc=(-0.381,0.055,-0.004)   
[173] t=75.5390 pos=(33.029,3.872,0.089) vel=(13.678,-6.915,0.055) speed=15.327 gravAcc=(-0.360,0.055,-0.004)   
[174] t=75.5790 pos=(33.576,3.595,0.091) vel=(13.665,-6.913,0.054) speed=15.314 gravAcc=(-0.341,0.056,-0.004)   
[175] t=75.6190 pos=(34.122,3.319,0.093) vel=(13.653,-6.911,0.054) speed=15.303 gravAcc=(-0.322,0.056,-0.005)   
[176] t=75.6390 pos=(34.361,3.198,0.094) vel=(13.648,-6.910,0.054) speed=15.298 gravAcc=(-0.314,0.056,-0.005)   
[177] t=75.6790 pos=(34.907,2.922,0.096) vel=(13.637,-6.908,0.054) speed=15.287 gravAcc=(-0.295,0.057,-0.005)   
[178] t=75.7190 pos=(35.486,2.628,0.099) vel=(13.626,-6.905,0.054) speed=15.276 gravAcc=(-0.276,0.057,-0.005)   
[179] t=75.7590 pos=(36.031,2.352,0.101) vel=(13.617,-6.903,0.054) speed=15.267 gravAcc=(-0.259,0.057,-0.005)   
[180] t=75.7990 pos=(36.576,2.076,0.103) vel=(13.608,-6.901,0.053) speed=15.258 gravAcc=(-0.242,0.058,-0.005)   
[181] t=75.8190 pos=(36.814,1.955,0.104) vel=(13.604,-6.900,0.053) speed=15.254 gravAcc=(-0.234,0.058,-0.006)   
[182] t=75.8590 pos=(37.358,1.679,0.106) vel=(13.596,-6.898,0.053) speed=15.246 gravAcc=(-0.217,0.058,-0.006)   
[183] t=75.8990 pos=(37.935,1.386,0.108) vel=(13.589,-6.896,0.053) speed=15.238 gravAcc=(-0.199,0.059,-0.006)   
[184] t=75.9390 pos=(38.479,1.110,0.110) vel=(13.582,-6.893,0.053) speed=15.231 gravAcc=(-0.182,0.060,-0.007)   
[185] t=75.9790 pos=(38.988,0.852,0.112) vel=(13.576,-6.891,0.052) speed=15.225 gravAcc=(-0.167,0.061,-0.007)   
[186] t=75.9990 pos=(39.260,0.714,0.113) vel=(13.574,-6.890,0.052) speed=15.222 gravAcc=(-0.158,0.061,-0.007)   
[187] t=76.0390 pos=(39.836,0.421,0.116) vel=(13.569,-6.887,0.052) speed=15.217 gravAcc=(-0.140,0.062,-0.008)   
[188] t=76.0790 pos=(40.379,0.146,0.118) vel=(13.564,-6.885,0.052) speed=15.212 gravAcc=(-0.123,0.064,-0.008)   
[189] t=76.1190 pos=(40.921,-0.130,0.120) vel=(13.561,-6.883,0.051) speed=15.207 gravAcc=(-0.106,0.066,-0.009)   
[190] t=76.1390 pos=(41.159,-0.250,0.121) vel=(13.559,-6.882,0.051) speed=15.206 gravAcc=(-0.099,0.066,-0.009)   
[191] t=76.1790 pos=(41.701,-0.525,0.123) vel=(13.557,-6.879,0.051) speed=15.202 gravAcc=(-0.081,0.069,-0.009)   
[192] t=76.2190 pos=(42.277,-0.818,0.125) vel=(13.555,-6.876,0.050) speed=15.199 gravAcc=(-0.063,0.071,-0.010)   
[193] t=76.2590 pos=(42.819,-1.093,0.127) vel=(13.554,-6.873,0.050) speed=15.197 gravAcc=(-0.045,0.074,-0.011)   
[194] t=76.2990 pos=(43.362,-1.368,0.129) vel=(13.553,-6.870,0.049) speed=15.195 gravAcc=(-0.026,0.078,-0.012)   
[195] t=76.3190 pos=(43.599,-1.488,0.130) vel=(13.553,-6.869,0.049) speed=15.195 gravAcc=(-0.018,0.080,-0.012)   
[196] t=76.3590 pos=(44.141,-1.762,0.132) vel=(13.554,-6.866,0.049) speed=15.194 gravAcc=(0.001,0.084,-0.013)   
[197] t=76.3990 pos=(44.717,-2.054,0.134) vel=(13.555,-6.862,0.048) speed=15.193 gravAcc=(0.022,0.090,-0.014)   
[198] t=76.4390 pos=(45.259,-2.329,0.136) vel=(13.557,-6.859,0.048) speed=15.194 gravAcc=(0.042,0.096,-0.015)   
[199] t=76.4790 pos=(45.768,-2.586,0.137) vel=(13.560,-6.855,0.047) speed=15.195 gravAcc=(0.062,0.103,-0.016)   
[200] t=76.4990 pos=(46.039,-2.723,0.138) vel=(13.562,-6.853,0.047) speed=15.195 gravAcc=(0.072,0.107,-0.017)   
[201] t=76.5390 pos=(46.615,-3.014,0.140) vel=(13.567,-6.849,0.046) speed=15.197 gravAcc=(0.095,0.116,-0.018)   
[202] t=76.5790 pos=(47.158,-3.288,0.142) vel=(13.572,-6.844,0.045) speed=15.200 gravAcc=(0.118,0.127,-0.020)   
[203] t=76.6190 pos=(47.701,-3.561,0.144) vel=(13.578,-6.839,0.044) speed=15.203 gravAcc=(0.141,0.138,-0.022)   
[204] t=76.6390 pos=(47.939,-3.681,0.145) vel=(13.581,-6.836,0.044) speed=15.204 gravAcc=(0.151,0.144,-0.023)   
[205] t=76.6790 pos=(48.482,-3.954,0.146) vel=(13.588,-6.830,0.043) speed=15.208 gravAcc=(0.175,0.158,-0.025)   
[206] t=76.7190 pos=(49.060,-4.245,0.148) vel=(13.597,-6.823,0.042) speed=15.213 gravAcc=(0.201,0.176,-0.027)   
[207] t=76.7590 pos=(49.604,-4.517,0.150) vel=(13.606,-6.816,0.041) speed=15.218 gravAcc=(0.226,0.194,-0.029)   
[208] t=76.7990 pos=(50.148,-4.790,0.151) vel=(13.617,-6.808,0.040) speed=15.224 gravAcc=(0.250,0.216,-0.032)   
[209] t=76.8190 pos=(50.387,-4.909,0.152) vel=(13.622,-6.804,0.039) speed=15.226 gravAcc=(0.261,0.226,-0.033)   
[210] t=76.8590 pos=(50.932,-5.181,0.154) vel=(13.633,-6.795,0.038) speed=15.233 gravAcc=(0.286,0.251,-0.036)   
[211] t=76.8990 pos=(51.511,-5.470,0.155) vel=(13.647,-6.784,0.036) speed=15.240 gravAcc=(0.312,0.281,-0.040)   
[212] t=76.9390 pos=(52.058,-5.741,0.157) vel=(13.661,-6.772,0.034) speed=15.247 gravAcc=(0.335,0.312,-0.043)   
[213] t=76.9790 pos=(52.570,-5.994,0.158) vel=(13.674,-6.760,0.033) speed=15.254 gravAcc=(0.356,0.345,-0.046)   
[214] t=76.9990 pos=(52.844,-6.130,0.159) vel=(13.682,-6.753,0.032) speed=15.258 gravAcc=(0.366,0.364,-0.048)   
[215] t=77.0390 pos=(53.425,-6.416,0.160) vel=(13.699,-6.737,0.030) speed=15.266 gravAcc=(0.385,0.406,-0.053)   
[216] t=77.0790 pos=(53.974,-6.685,0.161) vel=(13.715,-6.720,0.027) speed=15.273 gravAcc=(0.400,0.449,-0.057)   
[217] t=77.1190 pos=(54.523,-6.954,0.162) vel=(13.732,-6.701,0.025) speed=15.280 gravAcc=(0.411,0.495,-0.061)   
[218] t=77.1390 pos=(54.763,-7.071,0.162) vel=(13.740,-6.692,0.024) speed=15.283 gravAcc=(0.414,0.516,-0.063)   
[219] t=77.1790 pos=(55.313,-7.338,0.163) vel=(13.757,-6.671,0.021) speed=15.289 gravAcc=(0.418,0.565,-0.067)   
[220] t=77.2190 pos=(55.898,-7.621,0.164) vel=(13.776,-6.646,0.018) speed=15.295 gravAcc=(0.415,0.618,-0.071)   
[221] t=77.2590 pos=(56.449,-7.886,0.165) vel=(13.793,-6.620,0.015) speed=15.299 gravAcc=(0.405,0.667,-0.075)   
[222] t=77.2990 pos=(57.002,-8.151,0.165) vel=(13.809,-6.592,0.012) speed=15.302 gravAcc=(0.388,0.715,-0.078)   
[223] t=77.3190 pos=(57.243,-8.266,0.166) vel=(13.816,-6.580,0.011) speed=15.303 gravAcc=(0.378,0.735,-0.079)   
[224] t=77.3590 pos=(57.796,-8.529,0.166) vel=(13.832,-6.550,0.008) speed=15.304 gravAcc=(0.351,0.779,-0.082)   
[225] t=79.0136 pos=(58.938,-9.066,0.166) vel=(13.859,-6.483,0.001) speed=15.300 gravAcc=(0.274,0.850,-0.085)   
[226] t=79.0336 pos=(59.181,-9.179,0.166) vel=(13.864,-6.468,-0.001) speed=15.298 gravAcc=(0.255,0.861,-0.085)   
[227] t=79.0736 pos=(59.736,-9.437,0.166) vel=(13.874,-6.433,-0.004) speed=15.293 gravAcc=(0.208,0.881,-0.085)   
[228] t=79.1136 pos=(60.326,-9.710,0.166) vel=(13.882,-6.395,-0.008) speed=15.285 gravAcc=(0.155,0.892,-0.083)   
